cust_id,gender,age,work_yn
C12796,1,39,1
C12797,2,43,1
C12798,2,36,1
C12799,2,62,1
C12800,1,42,1
C12801,1,47,1
C12802,2,84,1
C12803,2,43,1
C12804,2,21,0
C12805,1,81,0
C12806,1,34,1
C12807,1,43,1
C12808,2,52,1
C12809,1,26,0
C12810,1,25,0
C12811,2,31,1
C12812,1,28,0
C12813,1,67,0
C12814,1,31,0
C12815,1,47,1
C12816,1,45,1
C12817,2,49,1
C12818,1,65,1
C12819,2,64,1
C12820,1,50,1
C12821,1,37,1
C12822,2,34,1
C12823,2,49,1
C12824,1,51,1
C12825,1,33,1
C12826,1,50,1
C12827,2,78,0
C12828,2,64,1
C12829,2,63,0
C12830,2,38,1
C12831,2,22,0
C12832,2,62,1
C12833,2,62,1
C12834,1,53,0
C12835,2,31,0
C12836,2,87,0
C12837,1,25,0
C12838,2,24,0
C12839,2,73,0
C12840,1,31,1
C12841,2,74,0
C12842,2,36,1
C12843,1,41,0
C12844,2,54,0
C12845,2,44,1
C12846,1,32,0
C12847,1,62,1
C12848,2,45,1
C12849,2,56,0
C12850,1,52,1
C12851,1,26,0
C12852,2,56,0
C12853,1,47,1
C12854,1,39,1
C12855,1,46,1
C12856,1,53,1
C12857,1,41,1
C12858,2,54,1
C12859,2,49,1
C12860,1,35,1
C12861,1,32,0
C12862,2,40,1
C12863,1,38,1
C12864,2,59,0
C12865,2,43,1
C12866,2,42,1
C12867,2,47,1
C12868,2,44,1
C12869,2,46,1
C12870,2,57,0
C12871,2,46,1
C12872,2,50,0
C12873,2,81,0
C12874,1,53,1
C12875,2,33,0
C12876,2,68,1
C12877,2,25,0
C12878,1,51,1
C12879,1,29,0
C12880,2,22,0
C12881,1,70,0
C12882,2,28,0
C12883,2,44,0
C12884,1,46,1
C12885,2,61,1
C12886,2,71,0
C12887,2,22,0
C12888,2,66,1
C12889,2,48,1
C12890,1,37,1
C12891,1,45,1
C12892,2,34,1
C12893,1,68,1
C12894,2,63,0
C12895,2,73,0
C12896,2,63,1
C12897,2,85,1
C12898,2,60,1
C12899,1,69,0
C12900,1,48,1
C12901,1,54,0
C12902,2,85,0
C12903,2,56,0
C12904,1,75,0
C12905,2,55,1
C12906,2,25,0
C12907,2,39,1
C12908,1,29,0
C12909,2,37,1
C12910,1,75,1
C12911,2,30,1
C12912,2,65,0
C12913,1,58,1
C12914,2,73,1
C12915,2,72,0
C12916,1,66,1
C12917,1,27,0
C12918,2,46,0
C12919,1,70,1
C12920,1,39,1
C12921,1,76,1
C12922,1,71,1
C12923,1,36,0
C12924,1,71,1
C12925,1,34,1
C12926,1,51,1
C12927,1,45,1
C12928,1,52,1
C12929,1,57,1
C12930,2,52,1
C12931,1,71,1
C12932,2,83,1
C12933,2,58,0
C12934,2,55,1
C12935,1,63,1
C12936,2,48,1
C12937,1,35,1
C12938,2,86,1
C12939,2,71,1
C12940,2,51,1
C12941,2,44,1
C12942,1,50,1
C12943,1,41,1
C12944,1,30,0
C12945,1,44,1
C12946,2,52,0
C12947,2,31,0
C12948,2,28,0
C12949,2,61,1
C12950,2,36,0
C12951,1,43,1
C12952,2,56,1
C12953,1,21,0
C12954,2,21,0
C12955,2,69,0
C12956,1,53,1
C12957,1,21,0
C12958,2,58,1
C12959,2,49,1
C12960,1,67,0
C12961,1,65,1
C12962,1,50,1
C12963,1,70,0
C12964,2,47,1
C12965,1,39,1
C12966,1,30,0
C12967,1,43,1
C12968,1,51,0
C12969,1,58,1
C12970,1,35,1
C12971,2,45,1
C12972,1,72,0
C12973,1,50,0
C12974,2,59,1
C12975,1,48,1
C12976,2,31,1
C12977,1,37,1
C12978,2,51,0
C12979,1,63,1
C12980,1,64,1
C12981,2,51,1
C12982,1,77,0
C12983,2,24,0
C12984,1,46,1
C12985,2,43,1
C12986,2,39,1
C12987,2,52,1
C12988,1,38,1
C12989,1,71,0
C12990,2,51,1
C12991,1,79,0
C12992,1,74,0
C12993,2,22,0
C12994,2,63,1
C12995,2,28,0
C12996,1,25,0
C12997,2,41,0
C12998,1,46,1
C12999,1,33,1
C13000,1,28,0
C13001,2,45,0
C13002,1,27,0
C13003,1,22,0
C13004,1,68,0
C13005,2,20,0
C13006,2,23,0
C13007,2,41,1
C13008,2,54,1
C13009,2,84,1
C13010,2,75,1
C13011,2,73,0
C13012,1,36,1
C13013,2,27,0
C13014,1,36,1
C13015,2,55,1
C13016,1,36,1
C13017,2,42,1
C13018,1,21,0
C13019,2,34,1
C13020,1,71,1
C13021,2,26,0
C13022,2,42,1
C13023,2,45,1
C13024,1,35,1
C13025,2,25,0
C13026,2,22,0
C13027,2,75,0
C13028,2,31,1
C13029,2,84,0
C13030,2,32,0
C13031,2,43,0
C13032,2,49,1
C13033,2,57,1
C13034,1,29,0
C13035,2,45,1
C13036,1,43,1
C13037,2,43,1
C13038,1,45,0
C13039,1,50,0
C13040,2,70,0
C13041,2,56,1
C13042,2,28,1
C13043,1,32,0
C13044,1,58,1
C13045,1,34,1
C13046,2,21,0
C13047,2,71,0
C13048,2,56,1
C13049,2,69,0
C13050,1,74,1
C13051,1,32,0
C13052,2,73,0
C13053,1,37,1
C13054,1,53,1
C13055,2,35,0
C13056,2,29,0
C13057,2,50,1
C13058,1,48,1
C13059,1,53,1
C13060,1,68,0
C13061,1,41,0
C13062,1,20,0
C13063,2,29,0
C13064,2,68,0
C13065,2,81,1
C13066,2,73,0
C13067,1,20,0
C13068,1,56,0
C13069,2,34,1
C13070,1,27,0
C13071,2,38,1
C13072,1,78,1
C13073,2,55,1
C13074,1,47,1
C13075,1,68,0
C13076,1,62,0
C13077,1,41,1
C13078,2,44,1
C13079,2,46,1
C13080,1,70,0
C13081,1,30,0
C13082,1,41,1
C13083,2,57,1
C13084,2,62,1
C13085,1,55,1
C13086,2,36,1
C13087,2,48,1
C13088,2,66,0
C13089,2,74,0
C13090,2,56,1
C13091,2,76,1
C13092,1,45,1
C13093,2,58,0
C13094,2,55,1
C13095,2,39,1
C13096,1,37,0
C13097,1,79,0
C13098,1,88,1
C13099,1,40,1
C13100,2,49,1
C13101,1,55,1
C13102,1,46,1
C13103,1,60,1
C13104,1,26,0
C13105,2,40,1
C13106,1,28,0
C13107,2,39,1
C13108,2,56,1
C13109,1,83,1
C13110,2,41,1
C13111,1,26,0
C13112,2,25,0
C13113,1,50,0
C13114,1,46,1
C13115,2,78,0
C13116,1,49,1
C13117,2,53,1
C13118,1,35,1
C13119,2,57,1
C13120,1,39,1
C13121,2,46,1
C13122,2,58,1
C13123,2,38,1
C13124,1,54,1
C13125,1,70,1
C13126,1,25,0
C13127,2,45,1
C13128,1,66,1
C13129,1,82,1
C13130,2,67,1
C13131,2,48,0
C13132,2,53,1
C13133,1,45,1
C13134,1,51,1
C13135,1,46,0
C13136,2,33,1
C13137,1,62,1
C13138,2,73,0
C13139,2,47,1
C13140,2,24,0
C13141,2,32,0
C13142,2,74,0
C13143,2,30,0
C13144,2,47,1
C13145,2,20,0
C13146,2,50,1
C13147,2,27,0
C13148,2,25,0
C13149,2,45,0
C13150,1,37,1
C13151,2,42,1
C13152,1,56,1
C13153,2,26,0
C13154,2,21,0
C13155,1,65,0
C13156,2,22,0
C13157,2,38,1
C13158,2,51,1
C13159,2,72,1
C13160,2,76,1
C13161,2,55,1
C13162,2,27,0
C13163,2,36,1
C13164,2,77,1
C13165,1,39,1
C13166,1,33,0
C13167,2,34,1
C13168,2,73,1
C13169,2,44,1
C13170,1,50,1
C13171,2,22,0
C13172,1,88,0
C13173,2,58,0
C13174,1,56,1
C13175,2,59,1
C13176,1,50,0
C13177,1,38,1
C13178,1,42,1
C13179,1,36,1
C13180,2,22,0
C13181,2,52,1
C13182,1,61,0
C13183,1,25,0
C13184,1,42,0
C13185,1,62,1
C13186,2,42,1
C13187,1,62,1
C13188,2,61,0
C13189,2,29,1
C13190,1,69,1
C13191,1,48,1
C13192,2,45,1
C13193,1,60,1
C13194,2,47,0
C13195,2,21,0
C13196,2,63,1
C13197,2,61,1
C13198,1,71,0
C13199,2,31,1
C13200,2,51,1
C13201,1,26,0
C13202,2,80,1
C13203,1,52,1
C13204,2,47,1
C13205,1,70,1
C13206,2,49,1
C13207,2,38,1
C13208,1,64,1
C13209,1,50,0
C13210,2,74,0
C13211,1,58,0
C13212,2,44,1
C13213,2,59,1
C13214,2,35,0
C13215,2,69,0
C13216,2,38,1
C13217,2,41,1
C13218,1,53,1
C13219,2,73,0
C13220,2,69,0
C13221,2,32,1
C13222,1,23,0
C13223,2,60,1
C13224,2,66,1
C13225,1,46,0
C13226,2,54,1
C13227,1,52,1
C13228,1,68,1
C13229,1,78,1
C13230,2,65,1
C13231,2,49,1
C13232,2,38,0
C13233,2,63,1
C13234,1,51,1
C13235,2,22,0
C13236,1,41,1
C13237,2,26,0
C13238,1,75,0
C13239,2,63,0
C13240,1,37,1
C13241,2,65,0
C13242,2,49,1
C13243,1,31,0
C13244,1,67,1
C13245,2,71,0
C13246,2,47,0
C13247,1,33,1
C13248,1,54,0
C13249,1,32,0
C13250,1,58,1
C13251,1,36,1
C13252,1,59,1
C13253,2,41,1
C13254,2,47,1
C13255,2,53,1
C13256,2,36,1
C13257,2,53,1
C13258,1,79,0
C13259,1,41,1
C13260,1,83,1
C13261,2,61,1
C13262,1,41,1
C13263,1,89,0
C13264,1,58,1
C13265,2,49,1
C13266,2,65,1
C13267,1,33,1
C13268,2,37,1
C13269,2,27,0
C13270,1,39,1
C13271,1,49,1
C13272,2,67,0
C13273,1,25,0
C13274,2,38,1
C13275,2,54,1
C13276,2,46,1
C13277,2,49,0
C13278,2,22,0
C13279,2,42,1
C13280,2,37,1
C13281,2,54,1
C13282,2,20,0
C13283,2,22,0
C13284,1,24,0
C13285,2,50,1
C13286,2,38,1
C13287,1,38,1
C13288,2,61,1
C13289,2,58,1
C13290,2,39,1
C13291,2,55,0
C13292,1,69,0
C13293,2,60,1
C13294,2,29,0
C13295,1,64,0
C13296,1,36,1
C13297,2,41,1
C13298,2,58,1
C13299,1,34,1
C13300,1,59,1
C13301,1,52,1
C13302,1,57,1
C13303,1,39,1
C13304,2,52,1
C13305,1,28,0
C13306,1,86,1
C13307,1,81,1
C13308,1,44,1
C13309,2,33,1
C13310,1,22,0
C13311,2,51,0
C13312,2,75,0
C13313,2,37,1
C13314,2,36,1
C13315,2,44,0
C13316,1,57,0
C13317,2,42,1
C13318,1,59,1
C13319,1,66,0
C13320,2,41,1
C13321,1,68,1
C13322,2,45,1
C13323,1,56,1
C13324,1,39,1
C13325,1,62,1
C13326,1,45,1
C13327,2,52,0
C13328,2,52,1
C13329,1,38,1
C13330,2,42,0
C13331,1,60,1
C13332,1,46,1
C13333,2,33,0
C13334,1,37,1
C13335,2,27,1
C13336,2,68,0
C13337,2,29,0
C13338,1,66,0
C13339,1,49,1
C13340,2,57,1
C13341,2,56,1
C13342,1,64,1
C13343,1,33,0
C13344,2,35,1
C13345,1,47,0
C13346,2,21,0
C13347,2,48,0
C13348,2,88,0
C13349,2,44,1
C13350,1,76,1
C13351,1,31,1
C13352,1,41,1
C13353,1,50,1
C13354,2,66,0
C13355,1,59,1
C13356,2,73,0
C13357,2,49,1
C13358,1,74,1
C13359,1,31,1
C13360,2,46,0
C13361,2,59,1
C13362,2,76,0
C13363,2,47,1
C13364,1,57,1
C13365,2,28,1
C13366,2,71,1
C13367,1,38,1
C13368,2,78,1
C13369,2,38,1
C13370,2,50,1
C13371,1,47,1
C13372,1,46,1
C13373,1,32,1
C13374,2,26,0
C13375,1,29,0
C13376,2,57,1
C13377,2,84,0
C13378,1,30,0
C13379,2,29,0
C13380,1,65,1
C13381,2,43,1
C13382,2,55,0
C13383,1,54,1
C13384,1,51,1
C13385,2,45,0
C13386,2,24,1
C13387,2,60,1
C13388,1,33,1
C13389,2,36,1
C13390,1,42,1
C13391,2,23,0
C13392,2,37,1
C13393,1,27,0
C13394,2,34,1
C13395,1,35,1
C13396,2,30,0
C13397,1,56,1
C13398,1,66,0
C13399,1,41,1
C13400,2,57,1
C13401,1,33,0
C13402,1,60,1
C13403,2,83,0
C13404,1,22,0
C13405,2,60,0
C13406,2,27,0
C13407,1,58,1
C13408,2,74,0
C13409,2,70,0
C13410,1,30,0
C13411,1,54,1
C13412,1,30,0
C13413,1,64,1
C13414,1,20,0
C13415,2,43,1
C13416,2,28,0
C13417,2,76,0
C13418,2,55,1
C13419,1,26,0
C13420,1,29,1
C13421,2,43,1
C13422,2,70,0
C13423,1,41,1
C13424,2,30,0
C13425,1,30,0
C13426,2,25,0
C13427,2,67,0
C13428,2,58,0
C13429,1,75,0
C13430,2,71,1
C13431,2,59,1
C13432,1,52,0
C13433,1,52,0
C13434,1,56,1
C13435,1,89,1
C13436,1,65,1
C13437,1,69,0
C13438,2,64,0
C13439,2,72,0
C13440,1,58,1
C13441,1,57,1
C13442,1,35,1
C13443,1,61,1
C13444,1,36,1
C13445,2,66,0
C13446,1,25,0
C13447,1,45,1
C13448,1,76,1
C13449,2,32,0
C13450,2,39,0
C13451,2,57,1
C13452,2,54,1
C13453,2,44,0
C13454,2,79,0
C13455,1,69,1
C13456,2,34,1
C13457,1,31,0
C13458,2,47,0
C13459,2,34,1
C13460,1,47,1
C13461,1,69,0
C13462,1,31,1
C13463,1,47,1
C13464,1,55,1
C13465,1,61,1
C13466,1,32,1
C13467,2,28,0
C13468,1,69,0
C13469,2,39,1
C13470,1,59,1
C13471,1,31,0
C13472,2,37,1
C13473,2,78,1
C13474,2,59,1
C13475,2,78,0
C13476,2,27,0
C13477,1,84,1
C13478,1,40,1
C13479,2,77,0
C13480,1,21,0
C13481,2,23,0
C13482,2,48,1
C13483,1,76,0
C13484,2,62,1
C13485,1,63,1
C13486,2,40,0
C13487,1,69,0
C13488,2,65,1
C13489,1,54,0
C13490,2,69,0
C13491,1,47,1
C13492,1,35,1
C13493,2,76,1
C13494,1,56,1
C13495,1,45,1
C13496,2,79,0
C13497,2,67,1
C13498,2,77,0
C13499,2,33,1
C13500,2,29,0
C13501,1,57,1
C13502,2,24,0
C13503,2,78,0
C13504,1,61,1
C13505,2,50,1
C13506,2,78,0
C13507,2,28,0
C13508,2,41,0
C13509,2,29,0
C13510,2,39,1
C13511,1,43,1
C13512,1,77,1
C13513,1,54,1
C13514,1,46,1
C13515,1,39,0
C13516,2,59,1
C13517,2,21,1
C13518,1,58,1
C13519,1,69,1
C13520,1,37,1
C13521,2,80,0
C13522,1,56,1
C13523,2,24,0
C13524,2,43,1
C13525,2,61,1
C13526,2,56,1
C13527,2,54,1
C13528,2,81,1
C13529,2,28,1
C13530,2,27,1
C13531,2,79,0
C13532,2,54,1
C13533,1,74,0
C13534,2,50,0
C13535,2,52,1
C13536,1,84,1
C13537,2,59,0
C13538,1,30,0
C13539,1,39,1
C13540,1,58,1
C13541,1,36,1
C13542,2,23,0
C13543,1,63,1
C13544,2,41,1
C13545,2,56,1
C13546,1,34,1
C13547,1,66,0
C13548,1,47,1
C13549,1,62,0
C13550,1,46,1
C13551,2,30,0
C13552,2,52,0
C13553,1,33,0
C13554,1,30,1
C13555,1,64,0
C13556,1,52,1
C13557,2,28,0
C13558,2,43,1
C13559,1,66,0
C13560,2,37,1
C13561,2,43,0
C13562,1,48,1
C13563,2,25,0
C13564,2,56,1
C13565,1,56,1
C13566,2,52,1
C13567,2,45,1
C13568,1,58,1
C13569,1,22,0
C13570,1,32,0
C13571,2,22,0
C13572,1,68,0
C13573,1,53,1
C13574,2,84,0
C13575,2,23,0
C13576,2,40,1
C13577,2,61,1
C13578,1,69,1
C13579,2,46,1
C13580,1,55,0
C13581,1,47,1
C13582,1,48,1
C13583,1,39,1
C13584,2,21,0
C13585,2,24,0
C13586,2,69,1
C13587,2,62,0
C13588,1,23,0
C13589,1,62,1
C13590,2,71,0
C13591,1,27,0
C13592,1,39,1
C13593,2,54,0
C13594,1,49,1
C13595,1,48,1
C13596,1,84,0
C13597,1,47,1
C13598,2,55,0
C13599,1,77,1
C13600,2,78,0
C13601,1,74,0
C13602,2,25,0
C13603,1,20,0
C13604,1,45,1
C13605,2,59,1
C13606,1,26,0
C13607,1,73,1
C13608,2,61,1
C13609,2,29,0
C13610,1,53,1
C13611,1,60,1
C13612,1,58,0
C13613,2,20,0
C13614,2,60,1
C13615,1,32,1
C13616,2,39,1
C13617,2,37,0
C13618,2,52,1
C13619,1,53,1
C13620,1,59,1
C13621,1,44,1
C13622,2,32,0
C13623,1,47,1
C13624,1,51,1
C13625,2,39,1
C13626,1,36,1
C13627,1,70,0
C13628,1,34,1
C13629,2,42,1
C13630,2,47,0
C13631,2,69,1
C13632,1,38,1
C13633,2,27,0
C13634,2,56,1
C13635,1,23,0
C13636,1,60,1
C13637,1,62,1
C13638,1,40,1
C13639,2,39,1
C13640,2,76,1
C13641,1,42,1
C13642,2,32,0
C13643,1,47,1
C13644,2,52,1
C13645,1,41,1
C13646,2,34,1
C13647,2,65,0
C13648,2,51,0
C13649,2,33,1
C13650,2,40,1
C13651,2,67,0
C13652,1,78,1
C13653,2,67,1
C13654,2,33,1
C13655,1,53,1
C13656,1,67,0
C13657,1,45,1
C13658,2,45,1
C13659,2,28,0
C13660,2,35,0
C13661,1,60,1
C13662,1,67,0
C13663,2,43,1
C13664,2,33,0
C13665,1,40,1
C13666,1,64,1
C13667,2,29,0
C13668,2,47,1
C13669,2,54,1
C13670,1,60,1
C13671,2,34,1
C13672,1,57,1
C13673,1,64,1
C13674,2,32,0
C13675,2,72,0
C13676,2,52,0
C13677,2,69,0
C13678,1,57,1
C13679,1,36,1
C13680,2,23,0
C13681,1,63,1
C13682,2,48,0
C13683,2,61,1
C13684,1,34,1
C13685,2,39,1
C13686,1,38,1
C13687,1,49,1
C13688,1,67,1
C13689,1,71,1
C13690,2,46,0
C13691,1,57,1
C13692,1,55,1
C13693,2,30,0
C13694,1,43,1
C13695,2,43,1
C13696,1,53,0
C13697,2,49,1
C13698,2,87,1
C13699,2,20,0
C13700,1,49,1
C13701,2,38,1
C13702,2,60,0
C13703,1,62,1
C13704,1,21,0
C13705,2,47,1
C13706,2,58,0
C13707,2,27,0
C13708,2,28,0
C13709,1,35,1
C13710,2,84,0
C13711,1,62,1
C13712,2,66,0
C13713,1,75,0
C13714,2,65,1
C13715,2,67,0
C13716,1,36,1
C13717,1,30,0
C13718,2,76,0
C13719,2,44,0
C13720,1,43,1
C13721,1,62,0
C13722,2,58,1
C13723,2,32,1
C13724,1,39,1
C13725,2,20,0
C13726,2,29,0
C13727,1,46,1
C13728,1,44,1
C13729,2,53,1
C13730,2,48,0
C13731,1,81,0
C13732,2,33,0
C13733,2,49,1
C13734,2,32,0
C13735,2,73,1
C13736,2,47,1
C13737,2,54,1
C13738,1,41,1
C13739,1,29,0
C13740,2,48,0
C13741,2,22,0
C13742,1,27,0
C13743,2,72,0
C13744,2,81,1
C13745,2,77,0
C13746,1,50,0
C13747,1,42,1
C13748,1,65,1
C13749,1,62,1
C13750,2,28,1
C13751,1,32,0
C13752,2,51,1
C13753,1,45,1
C13754,2,40,0
C13755,2,59,0
C13756,1,32,1
C13757,1,35,1
C13758,1,62,1
C13759,1,64,1
C13760,1,48,1
C13761,1,34,0
C13762,2,40,1
C13763,2,57,1
C13764,2,40,1
C13765,1,62,1
C13766,2,23,0
C13767,1,46,1
C13768,1,47,0
C13769,1,38,1
C13770,2,72,1
C13771,2,77,1
C13772,2,71,1
C13773,1,75,0
C13774,1,20,0
C13775,2,63,1
C13776,2,29,0
C13777,2,33,0
C13778,1,56,1
C13779,2,42,1
C13780,1,54,1
C13781,2,44,1
C13782,2,71,1
C13783,1,80,1
C13784,2,83,1
C13785,1,44,1
C13786,2,24,0
C13787,1,40,1
C13788,1,55,1
C13789,1,45,1
C13790,1,52,1
C13791,2,45,1
C13792,2,47,1
C13793,1,25,0
C13794,2,33,0
C13795,1,48,1
C13796,2,63,1
C13797,2,57,1
C13798,2,46,1
C13799,2,59,1
C13800,1,28,0
C13801,1,61,1
C13802,2,70,1
C13803,1,26,0
C13804,1,45,1
C13805,1,30,0
C13806,1,59,1
C13807,2,51,1
C13808,2,60,1
C13809,1,46,1
C13810,2,34,1
C13811,2,48,1
C13812,2,68,0
C13813,1,40,1
C13814,2,46,1
C13815,1,33,1
C13816,2,29,0
C13817,1,21,0
C13818,2,84,1
C13819,1,59,1
C13820,2,20,0
C13821,2,29,1
C13822,2,37,1
C13823,1,74,0
C13824,2,60,1
C13825,2,39,0
C13826,1,60,1
C13827,1,49,1
C13828,2,75,1
C13829,2,35,1
C13830,2,71,1
C13831,1,42,1
C13832,2,57,0
C13833,1,57,1
C13834,2,43,1
C13835,1,83,0
C13836,1,60,1
C13837,2,63,1
C13838,2,50,1
C13839,2,23,0
C13840,1,67,0
C13841,2,30,0
C13842,2,75,0
C13843,1,64,1
C13844,1,26,0
C13845,1,31,1
C13846,2,36,1
C13847,1,51,1
C13848,2,45,1
C13849,2,56,1
C13850,1,55,1
C13851,1,47,1
C13852,1,58,1
C13853,1,53,1
C13854,2,43,1
C13855,1,51,1
C13856,2,32,0
C13857,1,56,1
C13858,2,22,0
C13859,1,64,1
C13860,2,70,1
C13861,1,47,1
C13862,1,47,1
C13863,2,59,1
C13864,1,61,1
C13865,2,39,1
C13866,2,28,0
C13867,2,57,1
C13868,1,63,1
C13869,1,69,0
C13870,2,87,0
C13871,1,37,1
C13872,1,34,1
C13873,2,64,1
C13874,2,38,1
C13875,2,71,0
C13876,1,29,0
C13877,2,28,1
C13878,2,80,0
C13879,1,20,0
C13880,2,33,0
C13881,1,36,1
C13882,1,36,1
C13883,1,48,1
C13884,1,25,0
C13885,1,27,0
C13886,1,49,0
C13887,2,38,1
C13888,1,46,1
C13889,1,35,0
C13890,2,67,1
C13891,1,54,1
C13892,1,31,1
C13893,2,24,0
C13894,2,87,1
C13895,1,41,1
C13896,1,29,0
C13897,1,50,1
C13898,1,66,0
C13899,2,52,1
C13900,2,47,0
C13901,1,67,0
C13902,2,68,0
C13903,1,28,0
C13904,1,31,0
C13905,1,22,0
C13906,2,48,1
C13907,1,20,0
C13908,2,45,1
C13909,2,60,1
C13910,2,50,0
C13911,2,41,1
C13912,2,37,1
C13913,2,60,1
C13914,2,35,0
C13915,2,31,0
C13916,1,31,0
C13917,2,59,1
C13918,1,42,1
C13919,1,54,0
C13920,2,42,0
C13921,1,47,1
C13922,2,37,1
C13923,2,65,1
C13924,2,38,1
C13925,1,27,0
C13926,2,35,1
C13927,1,58,1
C13928,2,27,1
C13929,1,65,1
C13930,1,23,0
C13931,1,62,1
C13932,2,26,0
C13933,2,45,1
C13934,1,33,1
C13935,2,79,0
C13936,1,46,1
C13937,2,35,0
C13938,2,49,0
C13939,1,25,0
C13940,1,49,1
C13941,2,77,1
C13942,1,38,1
C13943,2,29,0
C13944,2,82,0
C13945,2,84,1
C13946,1,28,0
C13947,1,45,1
C13948,1,35,1
C13949,2,28,0
C13950,2,46,1
C13951,2,30,0
C13952,2,22,0
C13953,1,25,0
C13954,1,47,1
C13955,2,37,0
C13956,2,40,1
C13957,2,78,0
C13958,2,39,1
C13959,1,47,0
C13960,1,67,0
C13961,1,65,1
C13962,1,45,1
C13963,2,62,1
C13964,1,27,0
C13965,2,29,0
C13966,2,29,1
C13967,1,28,0
C13968,2,39,0
C13969,2,26,0
C13970,1,29,0
C13971,1,44,1
C13972,2,31,0
C13973,1,56,1
C13974,1,39,1
C13975,2,59,1
C13976,1,37,0
C13977,1,62,1
C13978,2,75,0
C13979,2,48,1
C13980,2,78,1
C13981,1,55,1
C13982,2,45,1
C13983,2,45,1
C13984,1,38,1
C13985,2,58,1
C13986,1,42,1
C13987,1,44,1
C13988,1,77,1
C13989,2,46,0
C13990,1,57,1
C13991,2,35,1
C13992,1,78,1
C13993,1,36,1
C13994,1,40,1
C13995,1,71,1
C13996,1,49,1
C13997,1,66,1
C13998,2,79,0
C13999,1,27,0
C14000,1,43,1
C14001,1,50,1
C14002,1,65,1
C14003,2,34,1
C14004,2,63,1
C14005,1,31,0
C14006,1,70,0
C14007,2,44,1
C14008,2,44,1
C14009,1,36,1
C14010,2,54,0
C14011,2,55,1
C14012,2,60,1
C14013,2,49,0
C14014,1,54,1
C14015,1,25,0
C14016,1,46,1
C14017,2,20,0
C14018,2,43,1
C14019,2,46,1
C14020,1,25,0
C14021,1,70,0
C14022,2,26,0
C14023,2,38,0
C14024,1,33,0
C14025,2,25,0
C14026,2,70,0
C14027,1,59,1
C14028,2,50,0
C14029,2,40,1
C14030,2,20,0
C14031,1,53,1
C14032,1,20,0
C14033,1,69,1
C14034,1,40,1
C14035,1,65,1
C14036,1,25,0
C14037,1,58,1
C14038,2,42,1
C14039,2,39,0
C14040,2,21,1
C14041,1,68,1
C14042,2,55,1
C14043,1,84,1
C14044,1,48,0
C14045,1,34,1
C14046,2,34,1
C14047,1,28,0
C14048,2,49,1
C14049,1,68,0
C14050,2,44,1
C14051,1,51,1
C14052,1,69,0
C14053,1,45,0
C14054,2,56,1
C14055,2,79,0
C14056,1,71,1
C14057,1,54,1
C14058,1,49,1
C14059,1,51,1
C14060,1,56,0
C14061,2,39,1
C14062,2,25,0
C14063,2,33,1
C14064,2,81,1
C14065,2,54,0
C14066,2,41,1
C14067,2,57,1
C14068,1,40,1
C14069,2,83,0
C14070,1,64,1
C14071,1,57,1
C14072,2,31,1
C14073,2,71,1
C14074,2,73,0
C14075,1,57,1
C14076,2,22,0
C14077,2,52,1
C14078,1,60,1
C14079,1,74,0
C14080,2,56,1
C14081,1,43,1
C14082,2,26,0
C14083,1,26,0
C14084,2,63,1
C14085,1,38,0
C14086,1,45,1
C14087,2,49,0
C14088,2,52,0
C14089,1,42,1
C14090,1,50,0
C14091,1,26,0
C14092,1,24,1
C14093,2,37,1
C14094,1,59,1
C14095,1,45,0
C14096,2,33,0
C14097,1,54,1
C14098,2,51,1
C14099,2,44,0
C14100,2,43,1
C14101,1,35,0
C14102,1,65,0
C14103,1,49,1
C14104,1,37,1
C14105,1,59,0
C14106,1,50,1
C14107,2,49,1
C14108,1,68,0
C14109,1,70,1
C14110,2,55,0
C14111,2,44,1
C14112,1,21,0
C14113,1,54,1
C14114,2,31,1
C14115,1,46,1
C14116,2,26,0
C14117,2,76,0
C14118,1,30,1
C14119,1,31,0
C14120,2,43,1
C14121,2,27,0
C14122,1,23,0
C14123,2,21,0
C14124,1,61,1
C14125,2,52,1
C14126,2,58,1
C14127,1,71,1
C14128,2,31,0
C14129,1,55,1
C14130,1,55,1
C14131,2,27,1
C14132,2,37,1
C14133,2,41,1
C14134,2,56,1
C14135,2,66,1
C14136,1,58,1
C14137,1,45,1
C14138,2,21,1
C14139,1,21,0
C14140,2,56,1
C14141,2,45,1
C14142,2,79,0
C14143,2,38,1
C14144,1,40,1
C14145,2,59,0
C14146,2,21,0
C14147,1,49,1
C14148,2,59,1
C14149,1,40,1
C14150,1,69,0
C14151,2,28,0
C14152,1,54,1
C14153,1,33,1
C14154,1,37,1
C14155,2,59,0
C14156,2,57,1
C14157,2,66,0
C14158,2,22,0
C14159,2,72,0
C14160,2,41,0
C14161,2,25,0
C14162,2,47,1
C14163,2,31,0
C14164,2,41,1
C14165,1,37,1
C14166,1,76,1
C14167,2,40,1
C14168,1,43,1
C14169,1,35,1
C14170,1,45,1
C14171,1,67,1
C14172,1,56,1
C14173,1,69,1
C14174,1,46,1
C14175,2,82,1
C14176,2,22,0
C14177,2,54,0
C14178,2,64,1
C14179,2,38,1
C14180,1,66,1
C14181,1,23,0
C14182,2,27,1
C14183,2,40,1
C14184,1,82,1
C14185,2,72,0
C14186,2,31,0
C14187,2,32,1
C14188,1,84,1
C14189,1,52,1
C14190,2,69,0
C14191,1,76,1
C14192,2,44,1
C14193,1,22,0
